MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,253,Hardware,Structural Hardware,Post Bases,1516053,FAS2-1888,FAS2-1888 POST BASE GALV,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Simpson,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,FAS2-1888,,Hardware & Structural Hardware & Post Bases,"UNRESOLVED — needs manual review, Post Bases, FAS2-1888",POST BASES FAS2-1888 GALVANIZED MATERIAL,"UNRESOLVED — needs manual review FAS2-1888 Post Bases, Galvanized","UNRESOLVED — needs manual review Post Bases, FAS2-1888, Galvanized","Post Bases, Galvanized",,,,,,,,,,,,,,,,,,,,,,,,,,,Post Bases,Material,Galvanized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,254,Appliances,Large Appliances,Dishwashers,1516054,DW-1715,DW-1715 BUILT-IN DISHWASHER 45 dBA WHITE,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,GE Appliances,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,DW-1715,,Appliances & Large Appliances & Dishwashers,"UNRESOLVED — needs manual review, Dishwasher, DW-1715, Built-in Mounting",DISHWASHER BLTLN PLS 120V 15A 45DBA,"UNRESOLVED — needs manual review® DW-1715 Dishwasher, Built-in Mounting, White","UNRESOLVED — needs manual review® Dishwasher, 120 V, 15 A, Built-in Mounting, 45 dBA Sound Level, White, Additional Information: Built-in dishwasher with 45 dBA sound level in white finish.","Dishwasher, Built-in Mounting, White",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwashers,Series,,,Model,,,Number of Wash Cycles,,,Voltage Rating,120,V,Amperage Rating,15,A,Mounting Type,Built-in,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,45,dBA,Material,,,Color,White,,Additional Information,Built-in dishwasher with 45 dBA sound level in white finish.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,255,Safety,Eye Protection,Safety Glasses,1516055,SF-1639,SF-1639 SAFETY GLASSES CLEAR ANTI-FOG ANSI Z87.1,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,3M,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,SF-1639,,Safety & Eye Protection & Safety Glasses,"UNRESOLVED — needs manual review, Safety Glasses, SF-1639",SAFETY GLASSES SF-1639 CLEAR LENS COLOR,UNRESOLVED — needs manual review SF-1639 Safety Glasses,"UNRESOLVED — needs manual review Safety Glasses, SF-1639, Clear, Yes, ANSI Z87.1",Safety Glasses,,,,,,,,,,,,,,,,,,,,,,,,,,,Safety Glasses,Lens Color,Clear,,Anti-Fog,Yes,,Safety Standard,ANSI Z87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,256,Abrasives,Grinding Wheels,Bench Grinder Wheels,1516056,AB-1337,AB-1337 60GRIT GRINDING WHL 7in,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,3M Co.,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,AB-1337,,Abrasives & Grinding Wheels & Bench Grinder Wheels,"UNRESOLVED — needs manual review, Bench Grinder Wheels, AB-1337",BENCH GRINDER W AB-1337 60 GRIT 7 IN WHE,"UNRESOLVED — needs manual review AB-1337 Bench Grinder Wheels, 60","UNRESOLVED — needs manual review Bench Grinder Wheels, AB-1337, 60, 7 in Wheel Diameter","Bench Grinder Wheels, 60",,,,,,,,,,,,,,,,,,,,,,,,,,,Bench Grinder Wheels,Grit,60,,Wheel Diameter,7,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,257,Lawn & Garden,Outdoor Power Equipment,Hedge Trimmers,1516057,LG-1814,LG-1814 40V CORDLESS HEDGE TRIMMER,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,EGO Power+,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,LG-1814,,Lawn & Garden & Outdoor Power Equipment & Hedge Trimmers,"UNRESOLVED — needs manual review, Hedge Trimmers, LG-1814",HEDGE TRIMMERS LG-1814 40 V VOLTAGE CORD,"UNRESOLVED — needs manual review LG-1814 Hedge Trimmers, 40","UNRESOLVED — needs manual review Hedge Trimmers, LG-1814, 40 V Voltage, Cordless",Hedge Trimmers,,,,,,,,,,,,,,,,,,,,,,,,,,,Hedge Trimmers,Voltage,40,V,Power Source,Cordless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,258,Tools,Power Tools,Circular Saws,1516058,PT2-1463,PT2-1463 6.5in CIRC SAW 15A CORDED,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,PT2-1463,,Tools & Power Tools & Circular Saws,"UNRESOLVED — needs manual review, Circular Saws, PT2-1463",CIRCULAR SAWS PT2-1463 15 A AMPERAGE 6.5,UNRESOLVED — needs manual review PT2-1463 Circular Saws,"UNRESOLVED — needs manual review Circular Saws, PT2-1463, 15 A Amperage, 6.5 in Blade Diameter, Corded",Circular Saws,,,,,,,,,,,,,,,,,,,,,,,,,,,Circular Saws,Amperage,15,A,Blade Diameter,6.5,in,Power Source,Corded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,259,HVAC,Thermostats,Programmable Thermostats,1516059,HV-1263,HV-1263 PROGRAMMABLE THERMOSTAT 5-2 DAY DIGITAL,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Honeywell International,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,HV-1263,,HVAC & Thermostats & Programmable Thermostats,"UNRESOLVED — needs manual review, Programmable Thermostats, HV-1263",PROGRAMMABLE TH HV-1263 5-2 DAY PROGRAMM,UNRESOLVED — needs manual review HV-1263 Programmable Thermostats,"UNRESOLVED — needs manual review Programmable Thermostats, HV-1263, 5-2 Day, Digital",Programmable Thermostats,,,,,,,,,,,,,,,,,,,,,,,,,,,Programmable Thermostats,Programmability,5-2 Day,,Display Type,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,260,Electrical,Wiring Devices,GFCI Receptacles,1516060,EL2-1565,EL2-1565 GFCI RECEPT 15A 125V TR WHITE,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Leviton Manufacturing,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,EL2-1565,,Electrical & Wiring Devices & GFCI Receptacles,"UNRESOLVED — needs manual review, GFCI Receptacles, EL2-1565",GFCI RECEPTACLE EL2-1565 125 V VOLTAGE 1,"UNRESOLVED — needs manual review EL2-1565 GFCI Receptacles, White, 125","UNRESOLVED — needs manual review GFCI Receptacles, EL2-1565, 125 V Voltage, 15 A Amperage, White, Yes","GFCI Receptacles, White",,,,,,,,,,,,,,,,,,,,,,,,,,,GFCI Receptacles,Voltage,125,V,Amperage,15,A,Color,White,,Tamper Resistant,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,261,Automotive,Batteries & Accessories,Automotive Batteries,1516061,AU-1544,AU-1544 12V AGM BATTERY GRP 65 635CCA,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Interstate Batteries,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,AU-1544,,Automotive & Batteries & Accessories & Automotive Batteries,"UNRESOLVED — needs manual review, Automotive Batteries, AU-1544",AUTOMOTIVE BATT AU-1544 12 V VOLTAGE AGM,"UNRESOLVED — needs manual review AU-1544 Automotive Batteries, 12","UNRESOLVED — needs manual review Automotive Batteries, AU-1544, 12 V Voltage, AGM, 65, 635 CCA Cold Cranking Amps",Automotive Batteries,,,,,,,,,,,,,,,,,,,,,,,,,,,Automotive Batteries,Voltage,12,V,Battery Type,AGM,,Group Size,65,,Cold Cranking Amps,635,CCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,262,HVAC,Thermostats,Programmable Thermostats,1516062,HV-1033,HV-1033 PROGRAMMABLE THERMOSTAT 7-DAY DIGITAL,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Honeywell Intl,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,HV-1033,,HVAC & Thermostats & Programmable Thermostats,"UNRESOLVED — needs manual review, Programmable Thermostats, HV-1033",PROGRAMMABLE TH HV-1033 7-DAY PROGRAMMAB,UNRESOLVED — needs manual review HV-1033 Programmable Thermostats,"UNRESOLVED — needs manual review Programmable Thermostats, HV-1033, 7-Day, Digital",Programmable Thermostats,,,,,,,,,,,,,,,,,,,,,,,,,,,Programmable Thermostats,Programmability,7-Day,,Display Type,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,263,Electrical,Wire & Cable,Romex Cable,1516063,EL-1389,EL-1389 10/3 NM-B ROMEX 250 FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Southwire Co.,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,EL-1389,,Electrical & Wire & Cable & Romex Cable,"UNRESOLVED — needs manual review, Romex Cable, EL-1389",ROMEX CABLE EL-1389 250 FT LENGTH 250 BE,UNRESOLVED — needs manual review EL-1389 Romex Cable,"UNRESOLVED — needs manual review Romex Cable, EL-1389, 250 ft Length, 250, 10/3, NM-B Romex",Romex Cable,,,,,,,,,,,,,,,,,,,,,,,,,,,Romex Cable,Length,250,ft,Beam Distance,250,,Wire Gauge,10/3,,Cable Type,NM-B Romex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,264,Safety,Eye Protection,Safety Glasses,1516064,SF-1704,SF-1704 SAFETY GLASSES CLR ANTI-FOG ANSI Z87.1,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,3M Co.,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,SF-1704,,Safety & Eye Protection & Safety Glasses,"UNRESOLVED — needs manual review, Safety Glasses, SF-1704",SAFETY GLASSES SF-1704 CLEAR LENS COLOR,UNRESOLVED — needs manual review SF-1704 Safety Glasses,"UNRESOLVED — needs manual review Safety Glasses, SF-1704, Clear, Yes, ANSI Z87.1",Safety Glasses,,,,,,,,,,,,,,,,,,,,,,,,,,,Safety Glasses,Lens Color,Clear,,Anti-Fog,Yes,,Safety Standard,ANSI Z87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,265,Appliances,Large Appliances,Dishwashers,1516065,DW-1428,DW-1428 BUILT-IN DISHWASHER 47 dBA BLACK STAINLESS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Samsung Electronics,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,DW-1428,,Appliances & Large Appliances & Dishwashers,"UNRESOLVED — needs manual review, Dishwasher, DW-1428, Built-in Mounting",DISHWASHER BLTLN SST SST 120V 15A 47DBA,"UNRESOLVED — needs manual review® DW-1428 Dishwasher, Built-in Mounting, Stainless Steel, Black Stainless","UNRESOLVED — needs manual review® Dishwasher, 120 V, 15 A, Built-in Mounting, 47 dBA Sound Level, Stainless Steel, Black Stainless, Additional Information: 47 dBA sound level, black stainless steel finish","Dishwasher, Built-in Mounting, Stainless Steel, Black Stainless",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwashers,Series,,,Model,,,Number of Wash Cycles,,,Voltage Rating,120,V,Amperage Rating,15,A,Mounting Type,Built-in,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,47,dBA,Material,Stainless Steel,,Color,Black Stainless,,Additional Information,"47 dBA sound level, black stainless steel finish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,266,Electrical,Wire & Cable,Patch Cables,1516066,CBL-1802,CBL-1802 CAT6 PATCH CABLE 250FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Belden,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,CBL-1802,,Electrical & Wire & Cable & Patch Cables,"UNRESOLVED — needs manual review, Patch Cables, CBL-1802",PATCH CABLES CBL-1802 250 FT LENGTH 250,UNRESOLVED — needs manual review CBL-1802 Patch Cables,"UNRESOLVED — needs manual review Patch Cables, CBL-1802, 250 ft Length, 250, CAT6",Patch Cables,,,,,,,,,,,,,,,,,,,,,,,,,,,Patch Cables,Length,250,ft,Beam Distance,250,,Cable Category,CAT6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,267,Appliances,Large Appliances,Refrigerators,1516067,RF-1137,RF-1137 SIDE BY SIDE REFRIGERATOR 25 CU FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Whirlpool Corporation,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,RF-1137,,Appliances & Large Appliances & Refrigerators,"UNRESOLVED — needs manual review, Refrigerators, RF-1137",REFRIGERATORS RF-1137 SIDE BY SIDE CONFI,UNRESOLVED — needs manual review RF-1137 Refrigerators,"UNRESOLVED — needs manual review Refrigerators, RF-1137, Side by Side, 25 cu ft Capacity",Refrigerators,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerators,Configuration,Side by Side,,Capacity,25,cu ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,268,Tools,Power Tools,Circular Saws,1516068,PT2-1846,PT2-1846 6.5 in. CIRC SAW 15A CORDED,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita U.S.A. Inc,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,PT2-1846,,Tools & Power Tools & Circular Saws,"UNRESOLVED — needs manual review, Circular Saws, PT2-1846",CIRCULAR SAWS PT2-1846 15 A AMPERAGE 6.5,UNRESOLVED — needs manual review PT2-1846 Circular Saws,"UNRESOLVED — needs manual review Circular Saws, PT2-1846, 15 A Amperage, 6.5 in Blade Diameter, Corded",Circular Saws,,,,,,,,,,,,,,,,,,,,,,,,,,,Circular Saws,Amperage,15,A,Blade Diameter,6.5,in,Power Source,Corded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,269,Hardware,Structural Hardware,Joist Hangers,1516069,FAS2-1197,FAS2-1197 JOIST HANGER GALV,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Simpson Strong Tie Co,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,FAS2-1197,,Hardware & Structural Hardware & Joist Hangers,"UNRESOLVED — needs manual review, Joist Hangers, FAS2-1197",JOIST HANGERS FAS2-1197 GALVANIZED MATER,"UNRESOLVED — needs manual review FAS2-1197 Joist Hangers, Galvanized","UNRESOLVED — needs manual review Joist Hangers, FAS2-1197, Galvanized","Joist Hangers, Galvanized",,,,,,,,,,,,,,,,,,,,,,,,,,,Joist Hangers,Material,Galvanized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,270,Appliances,Kitchen Appliances,Microwaves,1516070,MW-1546,MW-1546 COUNTERTOP MICROWAVE 1404W,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,GE Appliances,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,MW-1546,,Appliances & Kitchen Appliances & Microwaves,"UNRESOLVED — needs manual review, Microwaves, MW-1546",MICROWAVES MW-1546 1404 W WATTAGE COUNTE,"UNRESOLVED — needs manual review MW-1546 Microwaves, 1404","UNRESOLVED — needs manual review Microwaves, MW-1546, 1404 W Wattage, Countertop",Microwaves,,,,,,,,,,,,,,,,,,,,,,,,,,,Microwaves,Wattage,1404,W,Mounting Type,Countertop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
