row_index,mfg_part_num,part_desc,brand_e1,brand_unilog,brand_dib,part_manuf,placeholder_flags,coarse_category,is_dishwasher,classification_method
84,MW-1068,MW-1068 COUNTERTOP MICROWAVE 1313W,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Small Appliances > Microwaves,False,llm-classified
85,HT-1139,HT-1139 8-IN ADJUSTABLE WRENCH CHROME VANADIUM,,,,Klein Tools Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein Tools Inc', '_distributor_code': None, '_distributor_cluster': 'Klein Tools Inc'}",Tools > Hand Tools > Wrenches,False,llm-classified
86,FA-1102,"FA-1102 5/16-18 X 2"" HEX CAP SCR ZN GR5",,,,Fastenal Company,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Fastenal Company', '_distributor_code': None, '_distributor_cluster': 'Fastenal Company'}",Fasteners > Bolts > Hex Cap Screws,False,llm-classified
87,EL2-1640,EL2-1640 GFCI OUTLET 20A 125V TR WHITE,,,,Leviton,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Outlets & Switches > GFCI Receptacles,False,llm-classified
88,JN-1112,"JN-1112 24"" MICROFIBER MOP PAD",,,,Rubbermaid Commercial,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Rubbermaid Commercial', '_distributor_code': None, '_distributor_cluster': 'Rubbermaid Commercial'}",Janitorial > Floor Care > Mop Pads,False,llm-classified
89,SF-1972,SF-1972 SAFETY GLASSES CLEAR ANTI-FOG ANSI Z87.1,,,,3M,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
90,RF-1606,RF-1606 FRENCH DOOR REFRIGERATOR 19 CU FT,,,,Samsung Electronics,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Samsung Electronics', '_distributor_code': None, '_distributor_cluster': 'Samsung Electronics'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
91,AU-1147,AU-1147 12V AGM BATTERY GRP 24 689CCA,,,,Interstate Batteries,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Batteries', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries > Automotive Batteries,False,llm-classified
92,ADH-1747,ADH-1747 CONSTRUCTION ADHESIVE 9OZ CARTRIDGE,,,,Henkel Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Henkel Corporation', '_distributor_code': None, '_distributor_cluster': 'Henkel Corporation'}",Adhesives > Construction Adhesives > Cartridge Adhesives,False,llm-classified
93,PL2-1495,PL2-1495 1IN COPPER TEE CXCXC,,,,Nibco Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Nibco Inc', '_distributor_code': None, '_distributor_cluster': 'NIBCO INC.'}",Plumbing > Fittings & Valves > Copper Fittings,False,llm-classified
94,VLV-1907,VLV-1907 3/4IN BALL VLV BRS FIP,,,,Eaton Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton Corporation', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
95,CBL-1434,CBL-1434 CAT6 CABLE 100FT,,,,Belden Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Belden Inc', '_distributor_code': None, '_distributor_cluster': 'Belden Inc'}",Electrical > Wire & Cable > Data Cables,False,llm-classified
96,TOOL2-1930,TOOL2-1930 M18 IMPACT WRENCH KIT,,,,Milwaukee Electric Tool,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Milwaukee Electric Tool', '_distributor_code': None, '_distributor_cluster': 'Milwaukee Electric Tool'}",Tools > Power Tools > Impact Wrenches,False,llm-classified
97,LG-1561,LG-1561 40V CORDLESS LEAF BLOWER,,,,EGO,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'EGO', '_distributor_code': None, '_distributor_cluster': 'EGO'}",Lawn & Garden > Outdoor Power Equipment > Leaf Blowers,False,llm-classified
98,TOOL2-1952,TOOL2-1952 M18 IMPACT WRENCH KIT,,,,Milwaukee,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Milwaukee', '_distributor_code': None, '_distributor_cluster': 'Milwaukee'}",Tools > Power Tools > Impact Wrenches,False,llm-classified
99,MW-1275,MW-1275 OVER THE RANGE MICROWAVE 1312W,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Small Appliances > Microwaves,False,llm-classified
100,AB-1804,AB-1804 36GRIT CUT-OFF WHL 9IN,,,,3M,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Abrasives > Cut-Off Wheels > Metal Cut-Off Wheels,False,llm-classified
101,AB2-1603,"AB2-1603 7"" CUT WHL METAL",,,,Norton,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Norton', '_distributor_code': None, '_distributor_cluster': 'Norton'}",Abrasives > Cut-Off Wheels > Metal Cut-Off Wheels,False,llm-classified
102,PL2-1556,PL2-1556 1IN CU 90 ELBOW,,,,NIBCO INC.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'NIBCO INC.', '_distributor_code': None, '_distributor_cluster': 'NIBCO INC.'}",Plumbing > Fittings & Valves > Copper Fittings,False,llm-classified
103,MW-1328,MW-1328 OVER THE RANGE MICROWAVE 1395W,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Small Appliances > Microwaves,False,llm-classified
104,EL2-1623,EL2-1623 DECORA ROCKER SWITCH 20A WHITE,,,,Leviton Manufacturing,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Manufacturing', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Outlets & Switches > Switches,False,llm-classified
105,AU-1627,AU-1627 12V AGM BATTERY GRP 24 764CCA,,,,Interstate,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate', '_distributor_code': None, '_distributor_cluster': 'Interstate'}",Automotive > Batteries > Automotive Batteries,False,llm-classified
106,PL-1961,PL-1961 1 TEE BRS 150#,,,,WATTS WATER TECH,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'WATTS WATER TECH', '_distributor_code': None, '_distributor_cluster': 'WATTS WATER TECH'}",Plumbing > Fittings & Valves > Brass Fittings,False,llm-classified
107,RF-1379,RF-1379 FRENCH DOOR REFRIGERATOR 19 CU FT,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
108,PT-1244,PT-1244 20V CORDLESS DRILL DRIVER KIT,,,,DEWALT Industrial,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'DEWALT Industrial', '_distributor_code': None, '_distributor_cluster': 'DEWALT Industrial'}",Tools > Power Tools > Drill Drivers,False,llm-classified
109,FA-1159,FA-1159 20D FINISH NAIL 3-IN 1lb BOX,,,,Fastenal Company,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Fastenal Company', '_distributor_code': None, '_distributor_cluster': 'Fastenal Company'}",Fasteners > Nails > Finish Nails,False,llm-classified
110,PT2-1670,"PT2-1670 6.5"" CIRC SAW 15A CORDED",,,,Makita USA,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Makita USA', '_distributor_code': None, '_distributor_cluster': 'Makita USA'}",Tools > Power Tools > Circular Saws,False,llm-classified
111,PL-1588,PL-1588 1/2 TEE BRS 150#,,,,Watts Water Technologies,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Watts Water Technologies', '_distributor_code': None, '_distributor_cluster': 'Watts Water Technologies'}",Plumbing > Fittings & Valves > Brass Fittings,False,llm-classified
112,FA-1187,FA-1187 8D COMMON NAIL 2 IN 25lb BOX,,,,Fastenal Co,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Fastenal Co', '_distributor_code': None, '_distributor_cluster': 'Fastenal Company'}",Fasteners > Nails > Common Nails,False,llm-classified
113,HT-1111,HT-1111 10-IN ADJ WRENCH CHROME VANADIUM,,,,Klein Tools,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein Tools', '_distributor_code': None, '_distributor_cluster': 'Klein Tools Inc'}",Tools > Hand Tools > Wrenches,False,llm-classified
114,HV-1836,HV-1836 25X20X1 MERV13 PLEATED FILTR,,,,Honeywell International,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell International', '_distributor_code': None, '_distributor_cluster': 'Honeywell International'}",HVAC > Air Filtration > Pleated Air Filters,False,llm-classified
115,EL-1284,EL-1284 14/2 NM-B ROMEX 250 FT,,,,Southwire Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Southwire Co.', '_distributor_code': None, '_distributor_cluster': 'Southwire Company'}",Electrical > Wire & Cable > Romex & NM-B Cable,False,llm-classified
116,BM-1938,BM-1938 1/2IN OSB SUBFLR 4X8 SHEET,,,,GP,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GP', '_distributor_code': None, '_distributor_cluster': 'GP'}",Hardware > Building Materials > OSB Panels,False,llm-classified
117,JN-1910,JN-1910 24-IN MICROFIBER FLAT MOP,,,,Rubbermaid,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Rubbermaid', '_distributor_code': None, '_distributor_cluster': 'Rubbermaid'}",Janitorial > Floor Care > Mops,False,llm-classified
118,TOOL2-1025,TOOL2-1025 M12 IMPACT WRENCH KIT,,,,Milwaukee Tool,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Milwaukee Tool', '_distributor_code': None, '_distributor_cluster': 'Milwaukee Tool'}",Tools > Power Tools > Impact Wrenches,False,llm-classified
119,HT-1221,HT-1221 10 in. ADJ WRENCH CHROME VANADIUM,,,,Klein Tools,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein Tools', '_distributor_code': None, '_distributor_cluster': 'Klein Tools Inc'}",Tools > Hand Tools > Wrenches,False,llm-classified
120,JN-1361,JN-1361 18 IN MICROFIBER FLAT MOP,,,,Rubbermaid Commercial,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Rubbermaid Commercial', '_distributor_code': None, '_distributor_cluster': 'Rubbermaid Commercial'}",Janitorial > Floor Care > Mops,False,llm-classified
121,AB2-1279,AB2-1279 7-IN GRIND WHL A24 TYPE27,,,,Norton Abr.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Norton Abr.', '_distributor_code': None, '_distributor_cluster': 'Norton Abr.'}",Abrasives > Grinding Wheels > Type 27 Depressed Center Wheels,False,llm-classified
122,BM-1697,BM-1697 1/2IN OSB SUBFLR 4X8 SHEET,,,,GP,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GP', '_distributor_code': None, '_distributor_cluster': 'GP'}",Hardware > Building Materials > OSB Panels,False,llm-classified
123,RF-1557,RF-1557 SIDE BY SIDE REFRIGERATOR 23 CU FT,,,,Whirlpool Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Whirlpool Corporation', '_distributor_code': None, '_distributor_cluster': 'Whirlpool Corporation'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
124,ADH-1180,ADH-1180 CONSTRUCTION ADHESIVE 9OZ TUBE,,,,Henkel Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Henkel Corporation', '_distributor_code': None, '_distributor_cluster': 'Henkel Corporation'}",Adhesives > Construction Adhesives > Cartridges,False,llm-classified
125,SF2-1969,SF2-1969 NITRILE GLOVE PF MD 100CT,,,,Ansell,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Ansell', '_distributor_code': None, '_distributor_cluster': 'Ansell Ltd'}",Safety > Hand Protection > Disposable Gloves,False,llm-classified
126,CBL-1194,CBL-1194 CAT6.5 CABLE 500FT,,,,Belden Incorporated,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Belden Incorporated', '_distributor_code': None, '_distributor_cluster': 'Belden Incorporated'}",Electrical > Wire & Cable > Data Cable,False,llm-classified
127,EL2-1334,EL2-1334 GFCI RECEPT 20A 125V TR WHITE,,,,Leviton,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > GFCI Receptacles,False,llm-classified
128,VLV-1387,VLV-1387 1IN BALL VLV BRZ THD,,,,Eaton Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton Corporation', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
129,DW-1650,DW-1650 TOP CONTROL DISHWASHER 48 dBA STAINLESS STEEL,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Large Appliances > Dishwashers,True,llm-classified
130,HT-1569,HT-1569 10 IN ADJ WRENCH CHROME VANADIUM,,,,Klein Tools Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein Tools Inc', '_distributor_code': None, '_distributor_cluster': 'Klein Tools Inc'}",Tools > Hand Tools > Wrenches,False,llm-classified
131,HV-1236,HV-1236 PROGRAMMABLE THERMOSTAT 7-DAY DIGITAL,,,,Honeywell Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell Inc', '_distributor_code': None, '_distributor_cluster': 'Honeywell Inc'}",HVAC > Thermostats > Digital Thermostats,False,llm-classified
132,RF-1960,RF-1960 SIDE BY SIDE REFRIGERATOR 27 CU FT,,,,Whirlpool Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Whirlpool Corporation', '_distributor_code': None, '_distributor_cluster': 'Whirlpool Corporation'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
133,LB-1946,LB-1946 LED FLAT PANEL 2X4 50W 5000K,,,,Signify NA,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Signify NA', '_distributor_code': None, '_distributor_cluster': 'Signify NA'}",Lighting > Commercial Lighting > LED Flat Panels,False,llm-classified
134,RF-1744,RF-1744 TOP FREEZER REFRIGERATOR 21 CU FT,,,,LG Electronics,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'LG Electronics', '_distributor_code': None, '_distributor_cluster': 'LG Electronics'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
135,ADH-1873,ADH-1873 EPOXY 3OZ CARTRIDGE,,,,Henkel Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Henkel Corporation', '_distributor_code': None, '_distributor_cluster': 'Henkel Corporation'}",Adhesives > Epoxies > Cartridges,False,llm-classified
136,PL-1415,PL-1415 1 CPLG BRS 125#,,,,WATTS WATER TECH,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'WATTS WATER TECH', '_distributor_code': None, '_distributor_cluster': 'WATTS WATER TECH'}",Plumbing > Fittings & Valves > Pipe Fittings,False,llm-classified
137,LG-1581,LG-1581 56V CORDLESS LEAF BLOWER,,,,EGO Power+,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'EGO Power+', '_distributor_code': None, '_distributor_cluster': 'EGO Power+'}",Outdoor > Outdoor Power Equipment > Leaf Blowers,False,llm-classified
138,FAS2-1693,FAS2-1693 POST BASE GALV,,,,Simpson Strong Tie Co,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson Strong Tie Co', '_distributor_code': None, '_distributor_cluster': 'Simpson Strong Tie Co'}",Hardware > Structural Hardware > Post Bases,False,llm-classified
139,PL-1973,PL-1973 3/4 UNION BRS 150#,,,,Watts,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Watts', '_distributor_code': None, '_distributor_cluster': 'Watts'}",Plumbing > Fittings & Valves > Pipe Unions,False,llm-classified
140,RF-1658,RF-1658 TOP FREEZER REFRIGERATOR 26 CU FT,,,,Whirlpool Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Whirlpool Corporation', '_distributor_code': None, '_distributor_cluster': 'Whirlpool Corporation'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
141,UNK-9003,nan,,,,Grainger Industrial Supply,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Grainger Industrial Supply', '_distributor_code': None, '_distributor_cluster': 'Grainger Industrial Supply'}",Uncategorized,False,llm-classified
142,PL-1975,PL-1975 1/2 TEE BRS 125#,,,,Watts Regulator Co,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Watts Regulator Co', '_distributor_code': None, '_distributor_cluster': 'Watts Regulator Co'}",Plumbing > Fittings & Valves > Pipe Fittings,False,llm-classified
